brand,model,seller_type,fuel_type,transmission_type,avg_cost_price,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Maruti,Wagon R,Individual,Petrol,Automatic,605000.0,3,80000,20.51,67.0,5,400000
Hyundai,Santro,Dealer,Petrol,Automatic,640000.0,1,1000,20.3,68.0,5,565000
Maruti,Wagon R,Dealer,Petrol,Manual,618558.6145648313,6,20292,20.51,67.04,5,335000
Mahindra,Scorpio,Dealer,Diesel,Manual,1745000.0,11,67900,12.05,120.0,7,300000
Mahindra,Scorpio,Dealer,Diesel,Manual,1751000.0,6,40000,15.4,120.0,7,1051000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,4,60000,24.0,73.97,5,510000
Renault,KWID,Individual,Petrol,Automatic,505000.0,3,25000,24.04,67.0,5,370000
Maruti,Wagon R,Individual,Petrol,Manual,602000.0,15,70000,18.9,67.1,5,200000
Maruti,Baleno,Individual,Diesel,Manual,869356.8464730291,3,21000,27.39,74.0,5,625000
Mahindra,Scorpio,Dealer,Diesel,Manual,1751000.0,3,39000,16.36,140.0,7,1290000
Hyundai,Creta,Dealer,Petrol,Manual,1630728.5714285714,4,30000,15.8,121.3,5,890000
Hyundai,Verna,Dealer,Diesel,Manual,1569000.0,9,61000,22.32,126.3,5,420000
Maruti,Swift,Trustmark Dealer,Petrol,Manual,751000.0,4,5743,20.4,83.11,5,500000
Hyundai,Grand,Individual,Petrol,Manual,707119.5054945055,3,24200,18.9,81.86,5,600000
Maruti,Baleno,Individual,Diesel,Manual,869356.8464730291,4,57000,27.39,74.0,5,590000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,10,58000,20.36,78.9,5,190000
Datsun,GO,Individual,Petrol,Manual,641500.0,4,15000,19.44,67.0,7,500000
Maruti,Celerio,Individual,Petrol,Manual,598325.5208333333,4,10000,23.1,67.04,5,450000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,6,100000,15.1,140.0,7,650000
BMW,Z4,Dealer,Petrol,Automatic,8560000.0,1,2000,11.29,335.0,2,8250000
Maruti,Wagon R,Individual,Petrol,Manual,605000.0,1,10000,20.52,81.8,5,500000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,12,43000,19.7,46.3,5,140000
Honda,Amaze,Dealer,CNG,Manual,933984.0255591054,8,64000,18.0,86.7,5,349000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,7,30000,20.51,67.06,5,325000
Honda,City,Dealer,Petrol,Manual,1474000.0,7,63000,17.8,117.3,5,435000
Maruti,Celerio,Dealer,CNG,Manual,598325.5208333333,3,28000,31.79,58.33,5,455000
Honda,City,Dealer,Petrol,Manual,1474000.0,4,32226,17.8,117.3,5,755000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,7,65000,23.95,67.05,5,245000
Kia,Seltos,Dealer,Diesel,Manual,1610222.222222222,2,14000,20.8,113.4,5,1350000
Renault,KWID,Individual,Petrol,Automatic,518500.0,3,15000,24.04,67.0,5,310000
BMW,6,Individual,Petrol,Automatic,7837000.0,3,30000,14.28,254.7,4,5500000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,3,32000,19.3,73.9,5,675000
Maruti,Wagon R,Individual,Petrol,Manual,634500.0,2,30000,20.52,81.8,5,500000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,11,25000,20.36,78.9,5,300000
Mahindra,Scorpio,Individual,Diesel,Automatic,1779500.0,5,35000,15.4,120.0,7,1450000
Mahindra,Scorpio,Individual,Diesel,Manual,1699500.0,8,140000,12.05,120.0,8,530000
Ford,Ecosport,Trustmark Dealer,Diesel,Manual,1196500.0,7,65597,22.7,89.84,5,575000
Hyundai,i20,Individual,Petrol,Manual,1071500.0,4,35000,18.6,81.83,5,550000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,7,160000,26.21,88.5,5,500000
Maruti,Baleno,Individual,Petrol,Manual,867500.0,1,7124,21.01,81.8,5,643000
Ford,Ecosport,Individual,Petrol,Manual,1110500.0,2,15000,18.1,123.24,5,1000000
Hyundai,Grand,Individual,Petrol,Manual,691500.0,5,34000,18.9,82.0,5,550000
Volkswagen,Vento,Individual,Diesel,Manual,1329465.9090909092,10,280000,20.54,103.6,5,300000
Tata,Tigor,Individual,Petrol,Manual,750500.0,3,40000,20.3,84.0,5,470000
Honda,City,Dealer,Diesel,Manual,1524500.0,7,77000,26.0,98.6,5,525000
Datsun,GO,Individual,Petrol,Manual,641500.0,4,15000,19.44,67.0,7,469000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,9,60000,20.92,67.1,5,210000
Maruti,Alto,Individual,Petrol,Manual,413000.0,8,120000,22.74,47.3,5,200000
Renault,KWID,Individual,Petrol,Manual,467000.0,2,2500,23.01,67.0,5,400000
Jaguar,XF,Dealer,Diesel,Automatic,6813000.0,8,50000,16.36,187.7,5,2150000
Maruti,Celerio,Individual,Petrol,Manual,561500.0,5,46500,23.1,67.04,5,340000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,16,5000,19.7,46.3,5,95000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,9,68000,22.9,74.0,5,381000
Mercedes-Benz,C-Class,Dealer,Diesel,Automatic,5769000.0,10,45000,14.94,204.0,5,775000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,4,20000,28.4,74.02,5,700000
Maruti,Ciaz,Dealer,Diesel,Manual,1159571.9424460432,4,106000,28.09,88.5,5,675000
Honda,City,Dealer,Petrol,Automatic,1474000.0,6,28000,18.0,117.3,5,670000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,3,50000,16.0,140.0,7,1050000
BMW,X5,Individual,Diesel,Automatic,8953500.0,2,19000,13.38,265.0,5,7900000
Honda,City,Dealer,Petrol,Manual,1474000.0,10,55000,17.0,118.0,5,360000
Ford,Figo,Individual,Diesel,Manual,879000.0,4,53000,25.83,99.0,5,400000
Hyundai,Verna,Dealer,Diesel,Manual,1468500.0,7,89000,22.32,126.32,5,470000
Maruti,Alto,Individual,Petrol,Manual,399000.0,3,22000,24.7,47.3,5,304000
Honda,City,Dealer,Diesel,Manual,1567500.0,7,69000,26.0,98.6,5,490000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,5,155000,15.4,120.0,7,864000
Mahindra,XUV500,Dealer,Diesel,Manual,1991000.0,8,85000,16.0,140.0,7,480000
Maruti,Wagon R,Dealer,Petrol,Automatic,613500.0,2,3600,20.52,81.8,5,575000
Maruti,Baleno,Individual,Petrol,Automatic,867500.0,2,5000,21.4,83.1,5,686000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,6,143000,12.99,100.0,7,780000
Audi,A6,Dealer,Diesel,Automatic,6801100.0,3,24000,17.68,174.33,5,3490000
MG,Hector,Dealer,Diesel,Manual,1937000.0,2,28000,17.41,167.68,5,1699000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,2,44000,28.4,74.0,5,800000
Maruti,Baleno,Individual,Petrol,Automatic,867500.0,3,10000,21.4,83.1,5,680000
Toyota,Fortuner,Individual,Diesel,Manual,4310500.0,11,200000,11.5,171.0,7,1200000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,9,187031,12.99,100.0,8,525000
Ford,Ecosport,Dealer,Petrol,Manual,1116000.0,2,22346,17.0,121.36,5,955000
Hyundai,i20,Individual,Diesel,Manual,994000.0,9,120000,21.9,90.0,5,350000
Maruti,Vitara,Dealer,Petrol,Manual,1073000.0,1,1000,17.03,103.26,5,800000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,16,56700,19.7,46.3,5,75000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,6,170000,16.0,140.0,7,825000
Mahindra,Marazzo,Individual,Diesel,Manual,1478000.0,2,60000,17.3,121.0,8,1476000
Honda,Jazz,Dealer,Petrol,Automatic,978500.0,3,40000,18.2,88.7,5,670000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,9,28000,19.7,46.3,5,180000
Hyundai,Grand,Individual,Petrol,Manual,652500.0,4,35000,18.9,81.86,5,490000
Maruti,Baleno,Individual,Petrol,Manual,869356.8464730291,4,20000,21.4,83.1,5,550000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,7,40000,20.36,78.9,5,350000
Toyota,Innova,Individual,Diesel,Manual,2455000.0,2,35000,13.68,147.8,8,1500000
Ford,Figo,Dealer,Diesel,Manual,921000.0,9,74000,20.0,68.05,5,190000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,7,46500,20.45,83.8,5,460000
Maruti,Swift,Dealer,Petrol,Automatic,751000.0,2,8000,21.21,81.8,5,650000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,5,120000,28.09,88.5,5,700000
Maruti,Swift,Individual,Petrol,Manual,751000.0,4,34000,20.4,81.8,5,455000
Maruti,Swift,Dealer,Petrol,Manual,751000.0,7,54000,22.0,81.8,5,365000
Maruti,Swift Dzire,Dealer,Petrol,Manual,824000.0,7,11275,19.1,85.8,5,470000
Toyota,Fortuner,Dealer,Diesel,Automatic,4310500.0,3,35000,12.9,174.5,7,2950000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,9,48000,22.9,74.0,5,400000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,6,68000,19.87,83.8,5,550000
Honda,Civic,Dealer,Petrol,Automatic,2273500.0,2,23000,13.9,130.2,5,1519000
Maruti,Swift Dzire,Individual,Diesel,Automatic,832947.2891566264,3,31500,28.4,74.02,5,740000
Honda,Amaze,Dealer,Diesel,Manual,1007000.0,8,73000,25.8,98.6,5,325000
Hyundai,Grand,Individual,Petrol,Automatic,728000.0,1,10000,20.7,81.86,5,600000
Honda,Amaze,Individual,Diesel,Manual,984000.0,8,208000,25.8,98.6,5,300000
Hyundai,i10,Individual,Petrol,Manual,717000.0,11,30000,20.36,78.9,5,300000
Maruti,Wagon R,Dealer,CNG,Manual,602000.0,5,83000,26.6,58.16,5,345000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,3,60000,15.4,75.0,7,900000
Mahindra,XUV500,Dealer,Diesel,Manual,1939000.0,5,83000,16.0,140.0,7,1025000
Isuzu,D-Max,Dealer,Diesel,Manual,2176500.0,4,58132,12.4,134.0,5,1450000
Maruti,Swift,Individual,Petrol,Manual,751500.0,6,34000,20.4,81.8,5,400000
Honda,Amaze,Dealer,Diesel,Manual,997500.0,7,45120,25.8,98.6,5,367000
Hyundai,Grand,Individual,Petrol,Automatic,729500.0,2,15000,18.9,81.86,5,535000
Maruti,Ertiga,Individual,Petrol,Manual,1037500.0,2,15000,19.34,103.0,7,805000
MG,Hector,Dealer,Petrol,Manual,1784500.0,1,1000,15.81,141.0,5,1488000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,9,64000,20.36,78.9,5,250000
Mercedes-Benz,E-Class,Dealer,Diesel,Automatic,8473000.0,10,98000,14.21,203.0,5,700000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,5,65000,24.3,88.5,5,675000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,6,84000,28.4,74.0,5,425000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,6,33000,22.74,47.3,5,260000
Honda,City,Dealer,Petrol,Manual,1464500.0,5,55670,17.8,117.3,5,700000
Maruti,Baleno,Individual,Diesel,Manual,869356.8464730291,4,50000,27.39,74.0,5,560000
Hyundai,Verna,Individual,Diesel,Manual,1546500.0,15,148000,16.8,110.0,5,155000
Porsche,Cayenne,Dealer,Diesel,Automatic,17900000.0,5,47000,15.15,240.0,5,5975000
Maruti,Ertiga,Dealer,Petrol,Manual,1034000.0,2,18000,19.01,103.26,7,800000
BMW,3,Dealer,Diesel,Automatic,5264500.0,10,52420,22.69,190.0,5,750000
Hyundai,Grand,Individual,Petrol,Manual,734000.0,6,10000,18.9,82.0,5,350000
Toyota,Innova,Individual,Diesel,Manual,2352500.0,5,40000,13.68,147.8,8,1380000
Mahindra,Scorpio,Individual,Diesel,Manual,1639000.0,6,50000,15.4,120.0,7,1000000
Maruti,Ertiga,Individual,Petrol,Manual,1010000.0,3,50000,17.5,91.1,7,700000
Maruti,Swift Dzire,Individual,Petrol,Manual,824000.0,12,76963,17.5,85.8,5,230000
BMW,5,Dealer,Diesel,Automatic,7896307.692307692,5,52890,18.12,190.0,5,2800000
Maruti,Alto,Dealer,CNG,Manual,492000.0,5,45000,30.46,47.3,5,350000
Maruti,Baleno,Individual,Diesel,Manual,869356.8464730291,3,25000,27.39,74.0,5,825000
Renault,KWID,Dealer,Petrol,Manual,460500.0,3,10103,25.17,53.3,5,325000
BMW,X1,Dealer,Diesel,Automatic,5067000.0,7,24000,17.05,184.0,5,1675000
Mahindra,XUV500,Dealer,Diesel,Manual,1994500.0,7,47240,15.1,140.0,7,800000
Maruti,Celerio,Individual,Petrol,Manual,587500.0,2,30000,23.1,67.04,5,400000
Toyota,Innova,Dealer,Diesel,Manual,2490000.0,3,58000,13.68,147.51,7,1750000
Audi,A4,Dealer,Diesel,Automatic,5257923.076923077,8,65000,16.55,147.51,5,1200000
Hyundai,i20,Dealer,Diesel,Manual,1116000.0,6,35213,22.54,88.73,5,535000
Hyundai,Grand,Individual,Petrol,Manual,734000.0,6,35000,18.9,82.0,5,356000
Mahindra,XUV500,Dealer,Diesel,Manual,2001618.556701031,9,92000,16.0,140.0,7,550000
Maruti,Eeco,Dealer,CNG,Manual,574000.0,3,34500,21.94,61.7,5,360000
Maruti,Ertiga,Individual,Diesel,Manual,1038372.0,4,50000,24.52,88.5,7,700000
Hyundai,Grand,Individual,Petrol,Manual,698500.0,5,30000,18.9,82.0,5,390000
Toyota,Fortuner,Dealer,Diesel,Automatic,4310500.0,9,51000,12.55,168.7,7,1245000
Mahindra,XUV500,Individual,Diesel,Automatic,1939000.0,4,60000,16.0,140.0,7,1150000
Maruti,Wagon R,Dealer,Petrol,Manual,595000.0,10,83000,18.9,67.1,5,180000
Skoda,Rapid,Dealer,Petrol,Manual,1200500.0,7,70000,15.0,103.52,5,425000
Ford,Freestyle,Individual,Petrol,Manual,788000.0,2,50000,19.0,94.68,5,650000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,9,60000,22.9,74.0,5,400000
Honda,City,Dealer,Petrol,Manual,1474000.0,12,51000,17.0,118.0,5,275000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,10,40000,19.7,46.3,5,170000
Skoda,Superb,Individual,Petrol,Manual,3682000.0,11,100000,13.14,157.8,5,235000
Mercedes-Benz,C-Class,Individual,Diesel,Automatic,5866500.0,10,160000,14.84,170.0,5,700000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,7,70000,23.95,67.05,5,250000
Maruti,Swift,Individual,Petrol,Manual,782500.0,8,70000,18.6,85.8,5,350000
Hyundai,i20,Individual,Petrol,Manual,949500.0,5,50000,18.6,81.83,5,480000
Maruti,Swift Dzire,Dealer,Petrol,Automatic,824000.0,4,30000,21.21,81.8,5,690000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,6,60000,26.21,88.5,5,670000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,10,50000,20.92,67.1,5,250000
Mahindra,Scorpio,Dealer,Diesel,Manual,1730985.3556485353,4,42000,15.4,75.0,7,935000
Hyundai,Verna,Individual,Petrol,Manual,1327500.0,2,15000,17.0,121.3,5,1030000
Maruti,Wagon R,Individual,Petrol,Manual,616500.0,16,33650,18.9,67.1,5,110000
Hyundai,i20,Individual,Petrol,Manual,1033000.0,6,35000,18.6,81.83,5,470000
Maruti,Swift,Individual,Petrol,Manual,751000.0,6,30000,20.4,81.8,5,370000
Maruti,Celerio,Individual,Petrol,Automatic,580000.0,3,100000,23.1,67.04,5,450000
Maruti,Wagon R,Dealer,CNG,Manual,600500.0,5,58000,26.2,58.2,5,275000
Maruti,Swift Dzire,Individual,Petrol,Automatic,869000.0,2,4000,21.21,81.8,5,731000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,5,60000,20.51,67.04,5,380000
Tata,Nexon,Individual,Diesel,Manual,1256500.0,3,60000,21.5,108.5,5,900000
Honda,Amaze,Dealer,Petrol,Manual,847000.0,5,34000,18.0,86.7,5,500000
Datsun,GO,Individual,Petrol,Manual,604000.0,4,42000,20.63,67.06,5,330000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,3,60000,17.6,153.86,7,1400000
Hyundai,Verna,Individual,Diesel,Manual,1546500.0,8,80000,22.32,126.3,5,540000
Mahindra,Bolero,Individual,Diesel,Manual,970000.0,13,120000,13.6,63.0,7,375000
Toyota,Fortuner,Dealer,Petrol,Automatic,3685000.0,5,50000,10.26,163.7,7,2600000
Ford,Ecosport,Dealer,Petrol,Automatic,1109500.0,5,35200,14.7,120.69,5,725000
Hyundai,i20,Trustmark Dealer,Petrol,Manual,1072000.0,1,3700,18.6,81.86,5,765000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,5,25000,20.51,67.04,5,380000
Toyota,Fortuner,Dealer,Diesel,Automatic,4310500.0,4,64000,12.9,174.5,7,2625000
Mahindra,XUV500,Dealer,Diesel,Manual,2001618.556701031,8,50000,15.1,140.0,7,621000
Maruti,Swift Dzire,Individual,Petrol,Manual,858500.0,2,15000,21.21,81.8,5,600000
Mahindra,XUV300,Individual,Petrol,Manual,1128500.0,2,30000,17.0,110.0,5,1130000
Maruti,Swift Dzire,Individual,Petrol,Manual,832947.2891566264,1,35000,21.21,81.8,5,670000
Ford,Endeavour,Dealer,Diesel,Automatic,3950000.0,4,62876,10.91,197.0,7,2875000
Honda,Amaze,Individual,Diesel,Manual,1007000.0,6,70000,25.8,98.6,5,350000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,6,84003,26.59,74.0,5,530000
Mahindra,Thar,Dealer,Diesel,Manual,1583500.0,4,55000,16.55,105.0,6,850000
Maruti,Alto,Dealer,CNG,Manual,491000.0,5,42000,33.44,40.3,4,260000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,8,31000,20.92,67.1,5,230000
Ford,Ecosport,Dealer,Diesel,Manual,1196500.0,8,80000,22.7,89.84,5,475000
Tata,Nexon,Individual,Petrol,Manual,1098500.0,2,6000,17.0,108.5,5,750000
Land Rover,Rover,Dealer,Diesel,Automatic,7013000.0,2,12000,12.63,147.5,5,4000000
Skoda,Superb,Dealer,Diesel,Manual,3770872.5490196077,8,65000,17.2,138.1,5,499000
Honda,Jazz,Dealer,Petrol,Manual,973500.0,4,30000,18.7,88.7,5,525000
Hyundai,i20,Individual,Petrol,Manual,1062500.0,7,10000,18.6,81.83,5,535000
Maruti,Dzire VXI,Dealer,Petrol,Manual,857500.0,5,62150,23.26,88.5,5,485000
Mahindra,XUV500,Dealer,Diesel,Manual,1991000.0,6,47300,15.1,140.0,7,745000
Ford,Aspire,Dealer,Diesel,Manual,981500.0,6,63000,25.83,99.0,5,475000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,7,80000,24.0,70.0,5,300000
Volvo,S90,Dealer,Diesel,Automatic,6772000.0,5,20400,18.0,190.0,5,3650000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,5,71000,24.7,47.3,5,299000
Maruti,Ertiga,Dealer,Diesel,Manual,1038372.0,4,52000,24.52,88.5,7,695000
Hyundai,i20,Individual,Petrol,Manual,1033000.0,8,70000,18.5,82.85,5,400000
Hyundai,Grand,Individual,Petrol,Manual,763000.0,1,20000,20.7,81.86,5,650000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,6,70000,24.0,70.0,5,455000
Maruti,Wagon R,Individual,Petrol,Manual,616500.0,13,100000,18.9,67.0,5,150000
Honda,Amaze,Individual,Petrol,Manual,844000.0,3,50000,17.8,86.7,5,550000
Hyundai,i20,Dealer,Diesel,Manual,1141500.0,6,67000,22.54,88.73,5,500000
Hyundai,Verna,Dealer,Diesel,Manual,1458305.7553956835,8,70000,22.32,126.3,5,365000
Honda,Amaze,Dealer,Petrol,Automatic,847000.0,2,21100,18.1,88.7,5,775000
Hyundai,Grand,Individual,Petrol,Manual,698500.0,6,50000,18.9,82.0,5,310000
Hyundai,Venue,Trustmark Dealer,Petrol,Manual,1090500.0,2,27594,18.27,118.35,5,995000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,9,70000,19.81,68.05,5,190000
Toyota,Innova,Dealer,Diesel,Automatic,2490000.0,5,37000,11.36,171.5,7,1575000
Honda,WR-V,Individual,Petrol,Manual,1049000.0,2,25000,17.5,88.7,5,906000
Ford,Ecosport,Individual,Diesel,Manual,1208500.0,4,35000,23.0,98.96,5,785000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,10,11266,20.92,67.1,5,235000
Maruti,XL6,Dealer,Petrol,Automatic,1246000.0,2,12005,17.99,103.2,6,1200000
Mahindra,Bolero,Individual,Diesel,Manual,993000.0,8,80000,15.96,62.1,7,470000
Honda,City,Individual,Petrol,Manual,1420500.0,10,119000,17.0,118.0,5,400000
Kia,Seltos,Dealer,Petrol,Automatic,1589000.0,1,3500,16.8,113.4,5,1490000
Maruti,Baleno,Dealer,Petrol,Manual,855000.0,2,11000,21.4,83.1,5,535000
Skoda,Rapid,Dealer,Diesel,Manual,1228091.836734694,5,47612,21.13,108.6,5,590000
Renault,KWID,Individual,Petrol,Manual,458500.0,5,41000,25.17,53.3,5,235000
Hyundai,Creta,Dealer,Petrol,Manual,1608500.0,2,21000,15.8,121.3,5,1250000
Maruti,Wagon R,Individual,Petrol,Manual,605000.0,6,120000,20.51,67.04,5,300000
BMW,X1,Dealer,Diesel,Automatic,4695500.0,2,22450,20.68,190.0,5,3011000
Maruti,Swift,Individual,Petrol,Manual,782500.0,1,10000,21.21,81.8,5,615000
Renault,KWID,Individual,Petrol,Manual,485500.0,5,50000,25.17,53.3,5,250000
Mahindra,XUV500,Dealer,Diesel,Manual,1994500.0,6,42000,16.0,140.0,7,925000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,2,14000,19.3,73.9,5,725000
Renault,KWID,Individual,Petrol,Manual,505000.0,3,10000,23.01,67.0,5,350000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,4,70000,20.51,67.04,5,360000
Honda,City,Individual,Diesel,Manual,1524500.0,6,70000,25.1,98.6,5,700000
Mahindra,XUV500,Individual,Diesel,Automatic,1997500.0,3,50000,15.1,152.87,7,1300000
Volkswagen,Polo,Dealer,Petrol,Manual,918000.0,10,64471,15.26,103.5,5,285000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,17,50000,18.9,67.1,5,62000
Maruti,Ignis,Individual,Petrol,Automatic,707429.8245614036,3,20000,20.89,81.8,5,550000
Honda,Amaze,Dealer,Petrol,Manual,847000.0,4,33869,17.8,86.7,5,527000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,9,63497,15.96,62.1,7,396000
Maruti,Swift Dzire,Individual,Petrol,Manual,858500.0,7,70000,19.1,85.8,5,384000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,12,67000,20.36,78.9,5,210000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,50000,25.2,74.0,5,500000
Datsun,RediGO,Individual,Petrol,Manual,430000.0,3,20000,22.7,53.64,5,210000
Hyundai,Verna,Dealer,Petrol,Manual,1353000.0,9,57000,17.01,121.3,5,425000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,10,30000,13.6,63.0,7,425000
Maruti,Swift Dzire,Individual,Diesel,Automatic,832947.2891566264,3,80000,28.4,74.02,5,495000
Maruti,Alto,Individual,Petrol,Manual,405500.0,5,50000,24.7,47.3,5,220000
Tata,Safari,Individual,Diesel,Manual,1813000.0,10,190000,11.57,138.1,7,218000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,3,60000,15.96,62.1,7,750000
Maruti,Ciaz,Dealer,Petrol,Automatic,1152000.0,4,60000,19.12,91.1,5,715000
Audi,A6,Dealer,Diesel,Automatic,6801100.0,7,21000,17.68,174.33,5,1800000
Maruti,Alto,Individual,Petrol,Manual,405500.0,1,5000,22.05,47.3,5,350000
Renault,KWID,Individual,Petrol,Manual,505000.0,2,25000,25.17,53.3,5,300000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,11,100000,20.92,67.1,5,168000
Mercedes-Benz,E-Class,Dealer,Diesel,Automatic,8067000.0,9,86500,14.21,203.0,5,1400000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,9,120000,19.3,73.9,5,350000
Hyundai,Verna,Individual,Diesel,Manual,1470500.0,8,76300,22.32,126.32,5,480000
Renault,KWID,Individual,Petrol,Automatic,518500.0,2,10000,24.04,67.0,5,400000
Hyundai,Grand,Dealer,Petrol,Manual,652500.0,2,36000,18.9,81.86,5,495000
Mahindra,KUV,Individual,Petrol,Manual,788500.0,5,26000,18.15,82.0,6,420000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,100000,23.4,74.0,5,531000
Ford,Ecosport,Individual,Petrol,Manual,1109500.0,2,4000,17.0,121.36,5,800000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,6,86000,26.59,74.0,5,550000
Volkswagen,Vento,Dealer,Diesel,Manual,1329465.9090909092,9,81000,20.54,103.6,5,465000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,9,41321,19.7,46.3,5,185000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,10,46000,13.6,63.0,7,340000
Honda,City,Dealer,Petrol,Manual,1420500.0,12,75000,16.9,100.0,5,340000
Maruti,Wagon R,Dealer,Petrol,Manual,606500.0,12,113000,21.79,67.05,5,135000
Hyundai,Verna,Dealer,Diesel,Automatic,1569000.0,3,15000,19.08,126.2,5,1225000
Honda,Amaze,Dealer,Petrol,Manual,847000.0,6,16942,18.0,86.7,5,439000
Honda,Jazz,Dealer,Petrol,Manual,978500.0,5,29484,18.7,88.7,5,465000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,6,84405,26.59,74.0,5,530000
Maruti,Swift Dzire,Individual,Petrol,Manual,869000.0,4,30000,21.21,81.8,5,650000
Maruti,Swift,Individual,Petrol,Manual,751500.0,4,14838,22.0,81.8,5,525000
Honda,City,Trustmark Dealer,Petrol,Manual,1474000.0,3,31318,17.8,117.3,5,885000
Maruti,Wagon R,Dealer,Petrol,Manual,595000.0,14,63000,21.79,67.05,5,120000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,9,120000,12.99,100.0,7,860000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,5,50000,24.3,88.5,5,810000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,9,74600,19.3,73.9,5,410000
Tata,Safari,Individual,Diesel,Manual,1813000.0,12,80000,13.93,138.1,7,175000
Maruti,Swift Dzire,Dealer,Petrol,Manual,824000.0,6,66000,20.85,83.14,5,400000
Honda,City,Dealer,Petrol,Manual,1474000.0,3,31543,16.8,116.3,5,875000
Toyota,Innova,Individual,Diesel,Manual,2455000.0,3,80000,13.68,147.8,8,1350000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,7,60000,25.2,74.0,5,450000
Honda,City,Individual,Diesel,Manual,1561000.0,6,50000,25.1,98.6,5,700000
Audi,Q7,Dealer,Diesel,Automatic,8060000.0,8,28000,12.07,241.4,7,2650000
